PIG_RACING |= 돼지 경주
MapName_66 |= 스위치우드

RegionVALE |= 베일
RegionSUMMERDOWN |= 섬머다운
RegionMELLOWFIELDS |= 멜로우필드
RegionWOEMARSH |= 워마쉬
RegionDEEPSTONE |= 딥스톤
RegionPINEHAVEN |= 파인셰이드
RegionTIRNANOG |= 티르 나 노그
RegionEVERGREEN |= 에르그린
RegionBRIAR |= 브라이어
RegionVOIDE |= 보이드
RegionSimplewood |= 심플우드
RegionMidwood |= 미드우드
RegionToughwood |= 터프우드
RegionMixwood |= 스위치우드
RegionJabberwock |= 재버우드

DateSpot_The_Cuttings |= The Cuttings
DateSpot_The_Cuttings_TreasureHint |= A tree like no other next to many stumps. The sound of birds is all around.
DateSpot_Brook_Corner |= Brook Corner
DateSpot_Brook_Corner_TreasureHint |= In the place where festivals happen in a field, seek 3 doors before the fall. 
DateSpot_The_Watcher |= The Watcher
DateSpot_The_Watcher_TreasureHint |= The treasure is buried in a romantic place. Look for an overlook of stone people. Treassure buried by the white fence.
DateSpot_The_Watched |= The Watched
DateSpot_The_Watched_TreasureHint |= South of Poppyhill, there are statues by lavender. The treasure lies here on open ground.
DateSpot_Kings_Meadow |= Kings Meadow
DateSpot_Kings_Meadow_TreasureHint |= Amid the smell of large red flowers, look for a field of yellow and purple.
DateSpot_Lovers_Laugh |= Lover's Laugh
DateSpot_Lovers_Laugh_TreasureHint |= Buried in a secret glade where lovers meet. A tall tree guards the entrance.
DateSpot_Baker_Grove |= Baker Grove
DateSpot_Baker_Grove_TreasureHint |= Head to the village of poppies. Six fruity gents in bushy hats warm their limbs around a fire. Dig in the gateway.
DateSpot_Rhubarbs_Crumble |= Rhubarbs Crumble
DateSpot_Rhubarbs_Crumble_TreasureHint |= A remote ruin west of streams and pools. Can be wild and windy where it is meant to be, so stay warm!
DateSpot_Apples_Crumble |= Apples Crumble
DateSpot_Apples_Crumble_TreasureHint |= Crumbling walls where the crackle of flame warms the traveller seeking shelter in this bleak place.
DateSpot_Blackberries_Crumble |= Blackberries Crumble
DateSpot_Blackberries_Crumble_TreasureHint |= Head to the moors. Within the ruins northwest of a hollow hill, in the bow of a river.
DateSpot_Sweetmusic_Chin |= Sweetmusic Chin
DateSpot_Sweetmusic_Chin_TreasureHint |= Stand above the tree and the wall and look south. Pants to the left, pond to the right. Dig on the overlook you are standing on. Glory be if you find it.
DateSpot_NookieNookNook |= Nookie Nook Nook
DateSpot_NookieNookNook_TreasureHint |= Across the bridge where purple plants laze. A poppy watches the water falling. Dig by the tall stone in the place named after a Goddess.
DateSpot_Wildcat_Ruin |= Wildcat Ruin
DateSpot_Wildcat_Ruin_TreasureHint |= Leave Poppyhill and head west. Hunt for a ruin with polite flowers, west of a door in the rock.
DateSpot_Forgotten_Hole |= Forgotten Hole
DateSpot_Forgotten_Hole_TreasureHint |= Head to the tavern that stands alone. Go southeast to where a cave hides in a secretive glade among the rocks, dig by the strange symbol in the grass.
DateSpot_Testy_Falls |= Testy Falls
DateSpot_Testy_Falls_TreasureHint |= Head to a run-down Vale farm. Close to falling water, a red flower and a pink flower overlook a stump where the treasure is buried.
DateSpot_Cuckoo_Tree |= Cuckoo Tree
DateSpot_Cuckoo_Tree_TreasureHint |= Many stones around a tree. The treasure lies within the circle. Wood you even try to find it?
DateSpot_Lost_Man |= Lost Man
DateSpot_Lost_Man_TreasureHint |= Pass though the white gates to where a tall man stands in silence. By his feet you will find your prize. You must be cuckoo to want to hunt for this.
DateSpot_Abandoned_Hut |= Abandoned Hut
DateSpot_Abandoned_Hut_TreasureHint |= Seek a house in the woods with strange symbols on the walls. The treasure lies where the occupant lies.
DateSpot_Sleepers_Jetty |= Sleepers Jetty
DateSpot_Sleepers_Jetty_TreasureHint |= It's apparently buried between a rock and a sleeping place, where adventures begin. Sounds close to home.
DateSpot_Jabbers_Jaw |= Jabbers Jaw
DateSpot_Jabbers_Jaw_TreasureHint |= At a crossroads, look for an arch of stones like teeth, overlooking a gentle pool.
DateSpot_Resting_Man |= Resting Man
DateSpot_Resting_Man_TreasureHint |= Sitting at a place of rest, look north to the tall man. Between him and a statue, you must dig. Don't be cross if you fail.
DateSpot_Dirty_Den |= Dirty Den
DateSpot_Dirty_Den_TreasureHint |= Neighbouring Candlewych lies this treasure. Below red balls encased in green, in a wooden house where pretending happens. Strange clue, I know.
DateSpot_Eyre_Pond |= Eyre Pond
DateSpot_Eyre_Pond_TreasureHint |= In the western Vale, there is a patch of mud below a pond that has yellow grass sleeping nearby. A white tree stands watch above.
DateSpot_Wuthering_Pond |= Wuthering Pond
DateSpot_Wuthering_Pond_TreasureHint |= Some place west. Left of the lowest of the literal ponds, there's a patch of mud that looks across the water to a patterned stone.
DateSpot_Wildfell_Pond |= Wildfell Pond
DateSpot_Wildfell_Pond_TreasureHint |= Below a bush of nocturnal fruit above a triplet of water, with the glow of unnatural flames nearby. It is meant to be somewhere west in the Vale.
DateSpot_Memory_Cape |= Memory Cape
DateSpot_Memory_Cape_TreasureHint |= A rich lonely man who died. A loving couple united in time. A nobody. He hides the prize. This is said to be somewhere the ancients sleep.
DateSpot_Feinters_Slab |= Feinters Slab
DateSpot_Feinters_Slab_TreasureHint |= A stone table and broken wheels is where you need to dig. It's dead easy to find. Just don't find the dead!
DateSpot_Pool_Of_Passing |= Pool Of Passing
DateSpot_Pool_Of_Passing_TreasureHint |= A ring of standing stones surround a watery hole that is a gateway to reincarnation. 
DateSpot_Stone_Blossom |= Stone Blossom
DateSpot_Stone_Blossom_TreasureHint |= Below a statue that stands in the shade, beneath an arch of shimmering blue. It's meant to be in a busy area in the Vale.
DateSpot_The_Necking_Stump |= The Necking Stump
DateSpot_The_Necking_Stump_TreasureHint |= A little stump hides the prize. The fire warms you as you dig. The water in a letter L. Strange clues but maybe look to Mellowfields?
DateSpot_Longing_Garden |= Longing Garden
DateSpot_Longing_Garden_TreasureHint |= Two green arches guide you to the spot. A swirly stone watches you. Neat hedges and topiary hide you.
DateSpot_Glass_House |= Glass House
DateSpot_Glass_House_TreasureHint |= A little structure made for plants, by squares of protective wooden posts. Dig to the right of the building. The smell of herbs is strong here.
DateSpot_Carrot_Top |= Carrot Top
DateSpot_Carrot_Top_TreasureHint |= Through the arch and past the bees, 8 tall figures with green hats face each other. A bit cryptic but a big garden is where I'd look first.
DateSpot_Poppy_Cranny |= Poppy Cranny
DateSpot_Poppy_Cranny_TreasureHint |= In splendid gardens, surrounded by brilliant red, with the smell of lavender, sunflowers and herbs around.
DateSpot_Old_Lady_Falls |= Old Lady Falls
DateSpot_Old_Lady_Falls_TreasureHint |= A stump sits by a secret gate, near falling water to the north of Mellowbrook.
DateSpot_Cuddlers_Corner |= Cuddlers Corner
DateSpot_Cuddlers_Corner_TreasureHint |= 스톤크라운의 서쪽. stony sentinels line the white road. Ruins sit by quiet waters. The treasure is buried south west, in a quiet corner.
DateSpot_The_Thoughtful_Man |= The Thoughtful Man
DateSpot_The_Thoughtful_Man_TreasureHint |= In Melowfields, go south from the place where people pass. A few steps away from the tall man is a shapely bush. Dig there.
DateSpot_GoldenFields |= GoldenFields
DateSpot_GoldenFields_TreasureHint |= Shimmering gold surrounds you on all sides. Water to the west, orange shapes glinting east. You need some cunning to find it.
DateSpot_Nine_Ball_Pool |= Nine Ball Pool
DateSpot_Nine_Ball_Pool_TreasureHint |= Yellow fields behind. Water ahead. A lone tree of wood stands reflecting. Sounds very mellow.
DateSpot_The_Herb_Garden |= The Herb Garden
DateSpot_The_Herb_Garden_TreasureHint |= Fragrant smells fill the air. Panes of glass reflect the sun. Between two pink lines it is hidden. That's basically the cunning plot to hide it.
DateSpot_Willow_End |= Willow End
DateSpot_Willow_End_TreasureHint |= South of Mellowbrook... across a bridge stands a tree, to the south of a sea of purple. Bees buzz nearby.
DateSpot_The_Old_Windmill |= The Old Windmill
DateSpot_The_Old_Windmill_TreasureHint |= A dry patch below the creaking sounds of an old mill. Hmm, wonder where has a few windmills?
DateSpot_Lonely_Oak |= Lonely Oak
DateSpot_Lonely_Oak_TreasureHint |= A tree stands alone by a river. A path lined with golden guards leads the way in a place named from a Goddess.
DateSpot_Dumping_Ground |= Dumping Ground
DateSpot_Dumping_Ground_TreasureHint |= In Mellowfields, below the fields and through the fence, where scraps of humanity lay forlorn and abandoned.
DateSpot_LonelyStump |= Lonely Stump
DateSpot_LonelyStump_TreasureHint |= In western Mellowfields, find the tree stump west of the pond where watchers lurk below 2 mysterious houses.
DateSpot_LavendarLay |= Lavendar Lay
DateSpot_LavendarLay_TreasureHint |= A line of stones crosses the path. A patch of fragrant purple in a corner. Distant odd music is sometimes heard. Maybe people are dancing to it?
DateSpot_Shroomhouses |= Shroomhouses
DateSpot_Shroomhouses_TreasureHint |= Go east from the circle of revellers. Red mushrooms by strange, forgotten houses are where you want to dig.
DateSpot_RapidPoint |= Rapid Point
DateSpot_RapidPoint_TreasureHint |= West of great doors, a patch of heather by a bend in the river.
DateSpot_SecretCorner |= Secret Corner
DateSpot_SecretCorner_TreasureHint |= Ruins hide amongst the pines, east of the wooden arch and the foreboding doors.
DateSpot_FlingBridge |= Fling Bridge
DateSpot_FlingBridge_TreasureHint |= Beneath the shadow of a great crossing point near a patterned stone.
DateSpot_RushingNook |= Rushing Nook
DateSpot_RushingNook_TreasureHint |= In between stones and shingles... A path of stones leads past the quirky round house to an overlook of falling water.
DateSpot_KissesSneak |= Kisses Sneak
DateSpot_KissesSneak_TreasureHint |= Start at the bridge into this village. Cross another bridge. See the toilet. Dig to the left.
DateSpot_OverTheBoardwalk |= Over The Boardwalk
DateSpot_OverTheBoardwalk_TreasureHint |= Cross the walkway and look to the candles. Dig on the dark patch below the Spearwort.
DateSpot_RoundBackOShoppe |= Round Back O Shoppe
DateSpot_RoundBackOShoppe_TreasureHint |= Hidden away behind this building. Old copper pipes and junk. Cloth drying on lines nearby.
DateSpot_TreeOfMemories |= Tree Of Memories
DateSpot_TreeOfMemories_TreasureHint |= Great boughs of bright pink leaves tower over the treasure. A brilliant sight amongst the drab and damp land around. Someone tell those frogs to shut up!
DateSpot_MerryMaypole |= Merry Maypole
DateSpot_MerryMaypole_TreasureHint |= Buried beneath a place of dance. Goddess at 9. Stand at 6. Dig at 3. The rooftops of Copperpot glint in the distance to the south.
DateSpot_ThreeWitches |= Three Witches
DateSpot_ThreeWitches_TreasureHint |= Under the glow of tall candles, 3 trees and a secret gate in the bushes. To the south, you will see striped cloth across the water.
DateSpot_LoveFalls |= Love Falls
DateSpot_LoveFalls_TreasureHint |= A pair of watery lovers hug. Nearby, standing stones watch them cuddle amongst the shingle stone.
DateSpot_WantedMan |= Wanted Man
DateSpot_WantedMan_TreasureHint |= Head north from Drownhill. Walk though three arches to a place where Fae travel. Dig near the eastern edge of this secretive glade.
DateSpot_Twins |= Twins
DateSpot_Twins_TreasureHint |= Two large pools, between a statue and a ruin, south of twisted, dark trees and their formidable arched gateway.
DateSpot_HugWall |= Hug Wall
DateSpot_HugWall_TreasureHint |= A tall ruined wall above a pond with a two-headed ancient tree. A Goddess Statue snoozes to the north, near a crown of stone.
DateSpot_TwistedSisters |= Twisted Sisters
DateSpot_TwistedSisters_TreasureHint |= In the northwest is heavy on the head. Knotted trees loom overhead; their roots sip from shaded ponds. The path splits in a Y-shape. Head west and dig by the stream.
DateSpot_DeepeyePonds |= Deepeye Ponds
DateSpot_DeepeyePonds_TreasureHint |= A chain of ponds linked by streams. A Mapstone gazes at the treasure by a clump of rocks. A dark forest seethes directly north.
DateSpot_UnderwoodGrotto |= Underwood Grotto
DateSpot_UnderwoodGrotto_TreasureHint |= In 스톤크라운, a secret door among roots leads to a hidden cave where the treasure is found.
DateSpot_BridgeOfSighs |= Bridge Of Sighs
DateSpot_BridgeOfSighs_TreasureHint |= A bridge passes the remnants of a drowning ancient village. Dig near the place with the intact door. Try to ignore that swampy smell.

Season_Spring |= 봄
Season_Summer |= 여름
Season_Autumn |= 가을
Season_Winter |= 겨울

DayAndSeason |= Day <VAR1> of <VAR2>
WeekAndSeason |= Week <VAR1> of <VAR2>

Prologue_NewDayTitle |= Day <VAR1>
Prologue_NewDayGoddess |= Day <VAR1> - Goddess Day
Prologue_NewDay |= <VAR1> Brass earned from tasks!
	
Goddess_Druida |= 드루이다
Goddess_Naida |= 나이다
Goddess_Freyl |= 프라일
Goddess_Hyalis |= 히알리스
Goddess_Morwenna |= 모웨나
Goddess_Morvenna |= 모베나
Goddess_Aurore |= 오로레

ShopType_Apothecary |= 약제상
ShopType_Blacksmith |= 대장간
ShopType_GoodsStore |= 물품 상점
ShopType_Inn |= 주점
ShopType_Any |= Any

TraitAccuracy |= 명중
TraitAnimalHater |= Animal Hater
TraitAnimalLover |= Animal Lover
TraitAntiSickness |= Anti-sickness
TraitBarter |= 거래
TraitBlessed |= Blessed
TraitBravery |= Bravery
TraitCharm |= 매력
TraitClumsiness |= Clumsiness
TraitConstitution |= 체질
TraitCowardly |= Cowardly
TraitCursed |= Cursed
TraitDigestive |= Digestive
TraitDrunk |= Drunk
TraitEmetic |= Emetic
TraitFlameproof |= Flameproof
TraitFlatulence |= Flatulence
TraitFriendly |= Friendly
TraitGassy |= Gassy
TraitGossip |= Gossip
TraitGrowth |= Growth
TraitHatred |= Hatred
TraitHealing |= Healing
TraitIllusion |= Illusion
TraitInfertility |= Infertility
TraitInsomnia |= Insomnia
TraitIntelligence |= 지능
TraitLaxative |= Laxative
TraitLaziness |= Laziness
TraitLove |= 사랑
TraitMeek |= Meek
TraitNarcolepsy |= Narcolepsy
TraitNegativity |= Negativity
TraitParanoid |= Paranoid
TraitPoisonous |= Poisonous
TraitPositivity |= Positivity
TraitRepel |= Repel
TraitScent |= 향기
TraitSedative |= Sedative
TraitSeeInDark |= See in the Dark
TraitShrinking |= Shrinking
TraitShy |= Shy
TraitSober |= Sober
TraitSpeed |= 속도
TraitSqueamish |= Squeamish
TraitStamina |= 체력
TraitStench |= Stench
TraitStrength |= 힘
TraitStupidity |= Stupidity
TraitToughness |= 방어
TraitTruth |= Truth
TraitVirility |= 활력
TraitWaterproof |= Waterproof
TraitWeakness |= Weakness
TraitWeakwilled |= Weak-willed
TraitNone |= 없음
TraitSideEffect |= Side Effect

Letter_TwigIntroPrologue |= 트위그에게 온 편지
Letter_LucyPrologue |= 루시 애로우즈에게 온 편지
Letter_TwigPrologue |= 트위그로부터 온 초대장
Letter_AshPrologue |= 애쉬에게 온 편지
Letter_SiblingY5 |= 형제에게 온 편지
Letter_Jacob |= 제이콥에게 온 편지
Letter_Fairweather |= 페어웨더에게 온 편지
Letter_BakeOffInvite |= <CompetitionName> 초대장
Letter_BakeOffResults |= <CompetitionName> 결과
Letter_FishingCompInvite |= <CompetitionName> 초대장
Letter_FishingCompResults |= <CompetitionName> 결과
Letter_FlowerShowInvite |= <CompetitionName> 초대장
Letter_FlowerShowResults |= <CompetitionName> 결과
Letter_VegetableShowInvite |= <CompetitionName> 초대장
Letter_VegetableShowResults |= <CompetitionName> 결과
Letter_MissingTask1 |= 실종자 편지
Letter_MissingTask2 |= 사라진 검 편지
Letter_MissingTask3 |= 사라진 소 편지
Letter_UnclePast |= 삼촌의 과거
Letter_ShopTinkerApoth |= Apothecary Specialisation
Letter_ShopTinkerGoodStore |= Good Store Specialisation
Letter_ShopTinkerBlacksmith |= Blacksmith Specialisation
Letter_NPCSTORY_JohnBows_1 |= 존 보우즈에게 온 편지
Letter_NPCSTORY_MelanieJugg_1 |= 멜라니 저그에게 온 편지
Letter_NPCSTORY_Icabod |= 나를 구해줘!
Letter_IcabodGoodStore |= 이카보드에게 온 편지
Letter_EndOfYear |= 퀼의 연간 이벤트
Letter_EndOfYearHeader_Year |= Year <Year>
Letter_TinkerShopBuy |= Your first Shop
Letter_MailIntro |= 편지 소개
Letter_CompetitionInvite |= <CompetitionName> 초대장
Letter_CompetitionResults |= <CompetitionName> 결과

SkillTree_Twig |= 트위그
SkillTree_Combat Master |= Jogon
UI_ToolLevel_0 |= Fledgling
UI_ToolLevel_1 |= Neophyte
UI_ToolLevel_2 |= Novice
UI_ToolLevel_3 |= Apprentice
UI_ToolLevel_4 |= Journeyman
UI_ToolLevel_5 |= Craftsman
UI_ToolLevel_6 |= Artisan
UI_ToolLevel_7 |= Adept
UI_ToolLevel_8 |= Expert
UI_ToolLevel_9 |= Master
UI_ToolLevel_10 |= Legendary
UI_GM_Complete |= Legend

SickleLevel2 |= Enjoy this 2% chance of gaining seeds from a harvest.
SickleLevel3 |= Chance of getting extra harvest yield is 5%.
SickleLevel4 |= Your chance of gaining seeds from harvesting is now 5%.
SickleLevel5 |= The chance of extra yield from harvesting is now 10%.
SickleLevel6 |= The chance to get seeds from harvesting is now 10%.
SickleLevel7 |= Extra yield chance from harvesting is now 15%.
SickleLevel8 |= Seed-gaining chance from harvests is now 25%, you expert.
SickleLevel9 |= Extra harvest yield chance is now 25%, O' Master of Sickles.
SickleLevel10 |= Gain a bonus Star Rating on all sickle harvests, you legendary sickle wielder.
SickleInventoryLevel2 |= •2% gain seeds
SickleInventoryLevel3 |= •2% gain seeds\n•5% extra yield
SickleInventoryLevel4 |= •5% gain seeds\n•5% extra yield
SickleInventoryLevel5 |= •5% gain seeds\n•10% extra yield
SickleInventoryLevel6 |= •10% gain seeds\n•10% extra yield
SickleInventoryLevel7 |= •10% gain seeds\n•15% extra yield
SickleInventoryLevel8 |= •25% gain seeds\n•15% extra yield
SickleInventoryLevel9 |= •25% gain seeds\n•25% extra yield
SickleInventoryLevel10 |= •25% gain seeds\n•25% extra yield\n•100% bonus star

SlingshotLevel2 |= Chance of shooting down extra fruit is now 5%.
SlingshotLevel3 |= Chance of shooting down extra fruit is now 10%.
SlingshotLevel4 |= Chance of shooting down extra fruit is now 15%.
SlingshotLevel5 |= Chance of shooting down extra fruit is now 25%.
SlingshotLevel6 |= Chance of shooting down extra fruit is now 30%.
SlingshotLevel7 |= Chance of shooting down extra fruit is now 45%.
SlingshotLevel8 |= You have an Expert eye! Chance of shooting down extra fruit is now 50%.
SlingshotLevel9 |= Chance of shooting down extra fruit is now 75%, Master of Slings.
SlingshotLevel10 |= The chance for a triple-whammy yield is 75%! Legendary slingshot skills.
SlingshotInventoryLevel2 |= •5% extra yield
SlingshotInventoryLevel3 |= •10% extra yield
SlingshotInventoryLevel4 |= •15% extra yield
SlingshotInventoryLevel5 |= •25% extra yield
SlingshotInventoryLevel6 |= •30% extra yield
SlingshotInventoryLevel7 |= •45% extra yield
SlingshotInventoryLevel8 |= •50% extra yield
SlingshotInventoryLevel9 |= •75% extra yield
SlingshotInventoryLevel10 |= •75% triple yield

FishingRodLevel2 |= Enjoy this longer line for increased cast range.
FishingRodLevel3 |= 25% chance to snag an extra fish is yours.
FishingRodLevel4 |= Casting distance increased further.
FishingRodLevel5 |= The chance to catch an extra fish is now 50%.
FishingRodLevel6 |= Cast distance increased even more. Your line is long!
FishingRodLevel7 |= 25% chance to gain a bonus Star Rating when fishing.
FishingRodLevel8 |= Cast distance increased yet again. You are an expert with great range!
FishingRodLevel9 |= A true master of the rod. Yield increase chance is now 75%.
FishingRodLevel10 |= A Legend of the riverbank! 75% chance to get a bonus Star Rating.
FishingRodInventoryLevel2 |= •+1 line length
FishingRodInventoryLevel3 |= •+1 line length\n•25% extra yield
FishingRodInventoryLevel4 |= •+2 line length\n•25% extra yield
FishingRodInventoryLevel5 |= •+2 line length\n•50% extra yield
FishingRodInventoryLevel6 |= •+3 line length\n•50% extra yield
FishingRodInventoryLevel7 |= •+3 line length\n•50% extra yield\n•25% bonus star
FishingRodInventoryLevel8 |= •Max line length\n•50% extra yield\n•25% bonus star
FishingRodInventoryLevel9 |= •Max line length\n•75% extra yield\n•25% bonus star
FishingRodInventoryLevel10 |= •Max line length\n•75% extra yield\n•75% bonus star

SpadeLevel2 |= 2% chance for an extra prize per dig.
SpadeLevel3 |= 5% chance for an extra prize per dig.
SpadeLevel4 |= 10% chance for an extra prize per dig.
SpadeLevel5 |= 15% chance for an extra prize per dig.
SpadeLevel6 |= 20% chance for an extra prize per dig.
SpadeLevel7 |= 25% chance for an extra prize per dig.
SpadeLevel8 |= Extra prize chance per dig is now 30%. A reflection of your expertise.
SpadeLevel9 |= Extra prize chance per dig is now 50%. A Master soil-remover if I ever saw one.
SpadeLevel10 |= Your Legendary digging skills add a Star Rating to all relevant prizes you uncover.
SpadeInventoryLevel2 |= •2% extra yield
SpadeInventoryLevel3 |= •5% extra yield
SpadeInventoryLevel4 |= •10% extra yield
SpadeInventoryLevel5 |= •15% extra yield
SpadeInventoryLevel6 |= •20% extra yield
SpadeInventoryLevel7 |= •25% extra yield
SpadeInventoryLevel8 |= •30% extra yield
SpadeInventoryLevel9 |= •50% extra yield
SpadeInventoryLevel10 |= •25% extra yield\n•100% bonus star

PickaxeLevel2 |= 10% chance for extra yield when mining.
PickaxeLevel3 |= 10% chance to gain a bonus Star Rating when mining.
PickaxeLevel4 |= 25% chance for extra yield when mining.
PickaxeLevel5 |= 25% chance to gain a bonus Star Rating when mining.
PickaxeLevel6 |= 50% chance for extra yield when mining.
PickaxeLevel7 |= 50% chance to gain a bonus Star Rating when mining.
PickaxeLevel8 |= Expertly done! The chance for extra yield is now 75%.
PickaxeLevel9 |= Masterful mining! The chance for a bonus Star Rating when mining ore is now 75%.
PickaxeLevel10 |= Motherload! 25% chance of a quad yield with a bonus Star Rating. Your mining skills are Legendary!
PickaxeInventoryLevel2 |= •10% extra yield
PickaxeInventoryLevel3 |= •10% extra yield\n•10% bonus star
PickaxeInventoryLevel4 |= •25% extra yield\n•10% bonus star
PickaxeInventoryLevel5 |= •25% extra yield\n•25% bonus star
PickaxeInventoryLevel6 |= •50% extra yield\n•25% bonus star
PickaxeInventoryLevel7 |= •50% extra yield\n•50% bonus star
PickaxeInventoryLevel8 |= •75% extra yield\n•50% bonus star
PickaxeInventoryLevel9 |= •75% extra yield\n•75% bonus star
PickaxeInventoryLevel10 |= •75% extra yield\n•75% bonus star\n•25% quadruple yield and bonus stars

AxeLevel2 |= 10% chance for extra yield.
AxeLevel3 |= 20% chance for extra yield.
AxeLevel4 |= 30% chance for extra yield.
AxeLevel5 |= 40% chance for extra yield.
AxeLevel6 |= 50% chance for extra yield.
AxeLevel7 |= 60% chance for extra yield.
AxeLevel8 |= Expertly done! The chance for extra yield is now 75%.
AxeLevel9 |= Masterful woodcutting! The chance for extra yield is now 100%.
AxeLevel10 |= Guaranteed triple yield. Your woodcutting skills are Legendary!
AxeInventoryLevel2 |= •10% extra yield
AxeInventoryLevel3 |= •20% extra yield
AxeInventoryLevel4 |= •25% extra yield
AxeInventoryLevel5 |= •25% extra yield
AxeInventoryLevel6 |= •50% extra yield
AxeInventoryLevel7 |= •50% extra yield
AxeInventoryLevel8 |= •75% extra yield
AxeInventoryLevel9 |= •Double yield
AxeInventoryLevel10 |= •Triple yield

SwordLevelUp |= Damage up

BowLevelUp |= Damage and stun duration up

UI_ThrowingGame_Intro |= Try your luck at the Throwing Game?
UI_ThrowingGame_ExtraBall |= <anim_wave>Extra ball!
UI_ThrowingGame_Hit |= Hit
UI_ThrowingGame_Miss |= Miss
UI_ThrowingGame_Perfect |= Perfect
UI_ThrowingGame_Score |= Score <VAR1>
UI_ThrowingGame_Play |= Play ☎<VAR1>
UI_ThrowingGame_PlayAgain |= Play Again ☎<VAR1>
UI_ThrowingGame_NoMoney |= You need ☎<VAR1> to play!
UI_ThrowingGame_HowToPlayTitle |= How to Play
UI_ThrowingGame_AskPrizes |= Prizes?
UI_ThrowingGame_HowToPlay |= It's as easy as throwing balls into hoops. You get 5 balls, and the smaller the target, the higher the points. And what do points make? Yes, prizes! Hit the green target for a free ball, and remember that you can score off multiple bounces. Now get tossing those balls!
UI_ThrowingGame_Prizes |= Score 250 points for a <item:Candy_Squirrel:1>,\n500 for an <item:Apple_Pie:2>,\n750 for a <item:Tough_Skin_Powder:3>,\n1000 for a <item:Tin_Ward:4>,\nor 1500 for a <item:Nightberry_Jam:5>!
UI_ThrowingGame_HighScore |= High score!

UI_TargetGame_Rules |= Hit the targets to score points. You have 15 stones!
UI_TargetGame_GameOverMoonWin |= You scored <VAR1> points!\nWell done, return to Moon for your reward.
UI_TargetGame_GameOver |= Game Over!\nYou scored <VAR1> points.
UI_TargetGame_PlayAgain |= Play Again
UI_TargetGame_WrongArea |= Stand in the marked area to play!

UI_NameBaby_NameBoy |= What is your baby boy's name?
UI_NameBaby_NameGirl |= What is your baby girl's name?
UI_NameBaby_AnotherOne |= Huh... It's twins!

UI_KynseedTree_Uproot |= Pass on the Kynseed
UI_KynseedTree_UprootQuestion |= You wish to end your life and pass on the Kynseed to a successor?\nAre you sure?
UI_KynseedTask_Money |= Money
UI_KynseedTaskDesc_Money |= Total brass earned
UI_KynseedTask_Reputation |= Reputation
UI_KynseedTaskDesc_Reputation |= Total Reputation received
UI_KynseedTask_Relationships |= FP
UI_KynseedTaskDesc_Relationships |= Total FP gained
UI_KynseedTask_MonsterSlayer |= Monster Slayer
UI_KynseedTask_GoodLover |= Good Lover
UI_KynseedTask_BadLover |= Bad Lover
UI_KynseedTask_WeddingMad |= Wedding Mad
UI_KynseedTask_AnimalLover |= Animal Lover
UI_KynseedTask_Generous |= Generous
UI_KynseedTask_Gardener |= Gardener
UI_KynseedTask_StatueSmasher |= Statue Smasher
UI_KynseedTask_AnimalRace |= Animal Race
UI_KynseedTask_Fisherman |= Fisherman
UI_KynseedTask_GrassCutter |= Grass Cutter
UI_KynseedTask_PotionMixer |= Potion Mixer
UI_KynseedTask_Salesman |= Salesman
UI_KynseedTask_Crafter |= Crafter
UI_KynseedTask_Chef |= Chef
UI_KynseedTaskDesc_MonsterSlayer |= Defeat monsters in combat
UI_KynseedTaskDesc_GoodLover |= Get positive outcomes on the Wheel of Delight
UI_KynseedTaskDesc_BadLover |= Get negative outcomes on the Wheel of Delight
UI_KynseedTaskDesc_WeddingMad |= Marry many times
UI_KynseedTaskDesc_AnimalLover |= Feed many animals
UI_KynseedTaskDesc_Generous |= Give lots of gifts
UI_KynseedTaskDesc_Gardener |= Plant and harvest grown seeds
UI_KynseedTaskDesc_StatueSmasher |= Smash Fire Statues in the combat zones
UI_KynseedTaskDesc_AnimalRace |= Play the racing minigames
UI_KynseedTaskDesc_Fisherman |= Catch lots of fish
UI_KynseedTaskDesc_GrassCutter |= Cut lots of long grass
UI_KynseedTaskDesc_PotionMixer |= Make lots of potions at the Apothecary
UI_KynseedTaskDesc_Salesman |= Sell items in the Goods Store to customers
UI_KynseedTaskDesc_Crafter |= Craft items at the Blacksmiths
UI_KynseedTaskDesc_Chef |= Cook lots of meals
UI_KynseedTask_Help |= This is the Kynseed Tree.\n\nHere you can pass on the Kynseed to end your life early and move on to your chosen heir. If you have no heir, a choice will be given.\n\nIt is advised to nurture your heirs as any Stats they gain from learning will be added to the next generation, making them more powerful each time.\n\nYou can also view 'Challenges' here.\nFill these objectives during your lifetime for rewards.\n\nThese are...\n<item:Stat_Token>, which will increase stats.\n<item:Fairweather_Token> which reduce the cost of arcane items.\n<item:Stamina_Token>, which give you an extra dot of stamina in combat.

UI_Blacksmith_CustomerOrderItem |= I'd like <VAR1> <VAR2>, please!
UI_Blacksmith_CustomerOrderTime |= I'll collect it in <VAR1> days at <VAR2>.
UI_Blacksmith_Collect |= Am here to collect my <VAR1> order.

UI_WheelOfDelight_Auto |= Auto-spin

UI_MirrorMirrorActive |= Effect active
UI_MirrorMirrorAlready |= Already used today

UI_SellToShop_ShopFunds |= Shop funds: <VAR1>
UI_SellToShop_Sell |= Sell <VAR1>
UI_SellToShop_Title |= Items to Sell
UI_SellToShop_Each |= <VAR1> each

UI_Gifting_OutOfSeason |= This seed is out of season.
